Name;CityName
Sanana;Kab Kepulauan Sula
Sanankulon;Kab Blitar
Sananwetan;Kota Blitar
Sandai;Kab Ketapang
Sandaran ;Kab Kutai Timur
Sanden;Kab Bantul
Sanga Desa;Kab Musi Banyuasin
Sangalla;Kab Tana Toraja
Sanga-Sanga;Kab Kutai Kartanegara
Sangatta;Kab Kutai Timur
Sangatta Selatan;Kab Kutai Timur
Sanggalangi;Kab Tana Toraja Utara
Sanggar;Kab Bima
Sanggau;Kab Sanggau
Sanggau Ledo;Kab Bengkayang
Sangir Batanghari;Kab Solok Selatan
Sangir Jujuan;Kab Solok Selatan
Sangir;Kab Solok Selatan
Sangkapura;Kab Gresik
Sangkima;Kab Kutai Timur
Sangkub;Kab Bolaang Mongondow Utara
Sangkulirang ;Kab Kutai Timur
Sangtombolang;Kab Bolaang Mongondow
Sanonggoang;Kab Manggarai Barat
Sanur;Kab Badung
Saparua;Kab Maluku Tengah
Sape;Kab Bima
Sapeken;Kab Sumenep
Saptosari;Kab Gunung Kidul
Sapuran;Kab Wonosobo
Saradan;Kab Madiun
Sarang;Kab Rembang
Sarilamak;Kab Lima Puluh Kota
Sario;Kota Manado
Sarirejo;Kab Lamongan
Sariwangi;Kab Tasikmalaya
Sarmi;Kab Sarmi
Sarolangun;Kab Sarolangun
Saronggi;Kab Sumenep
Sarudu;Kab Mamuju Utara
Sasita Mean ;Kab Belu
Satarmese;Kab Manggarai
Satui;Kab Tanah Bumbu
Saumlaki;Kab Maluku Tenggara Barat
Sausapor;Kab Sorong
Sausu;Kab Parigi Moutong
Sawa;Kab Konawe
Sawaerma;Kab Asmat
Sawah Besar ;Kota Jakarta Pusat
Sawahan;Kab Madiun
Sawahan;Kab Nganjuk
Sawahan;Kota Surabaya
Sawahlunto;Kota Sawahlunto
Sawai;Kab Mamberamo Raya
Sawan;Kab Buleleng
Sawang;Kab Aceh Selatan
Sawang;Kab Aceh Utara
Sawangan ;Kab Magelang
Sawangan ;Kota Depok
Sawerigadi;Kab Muna
Sawiat;Kab Sorong Selatan
Sawit;Kab Boyolali
Sawit Seberang;Kab Langkat
Sawoo;Kab Ponorogo
Sayan;Kab Melawi
Sayosa;Kab Sorong
Sayung;Kab Demak
Sayur Matinggi;Kab Tapanuli Selatan
Sebangau;Kota Palangkaraya
Sebangki;Kab Landak
Sebatik;Kab Nunukan
Sebawi;Kab Sambas
Seberang Ulu I;Kota Palembang
Seberang Ulu II;Kota Palembang
Seberida;Kab Indragiri Hulu
Seberuang;Kab Kapuas Hulu
Sebuku;Kab Nunukan
Sebulu;Kab Kutai Kartanegara
Secang;Kab Magelang
Secanggang;Kab Langkat
Sedan;Kab Rembang
Sedati;Kab Sidoarjo
Sedayu;Kab Bantul
Sedong;Kab Cirebon
Segah;Kab Berau
Segeri;Kab Pangkajene Kepulauan
Seget;Kab Sorong
Seginim;Kab Bengkulu Selatan
Segun;Kab Sorong
Sei Balai;Kab Batubara
Sei Beduk;Kota Batam
Sei Bingai;Kab Langkat
Sei Kepayang;Kab Asahan
Sei Lepan;Kab Langkat
Sei Rampah;Kab Serdang Bedagai
Sei Suka;Kab Batubara
Sei Tualang Raso;Kota Tanjung Balai
Sejangkung;Kab Sambas
Sekadau Hilir;Kab Sekadau
Sekadau Hulu;Kab Sekadau
Sekampung;Kab Lampung Timur
Sekampung Udik;Kab Lampung Timur
Sekar;Kab Bojonegoro
Sekaran;Kab Lamongan
Sekatak ;Kab Bulungan
Sekayam;Kab Sanggau
Sekayu;Kab Musi Banyuasin
Sekernan;Kab Muaro Jambi
Sekincau;Kab Lampung Barat
Seko;Kab Luwu Utara
Sekongkang;Kab Sumbawa Barat
Sekotong Tengah;Kab Lombok Barat
Sekupang/ Tanjung Ucang;Kota Batam
Selaawi;Kab Garut
Selagai Lingga;Kab Lampung Tengah
Selajambe;Kab Kuningan
Selakau;Kab Sambas
Selangit;Kab Musi Rawas
Selaru;Kab Maluku Tenggara Barat
Selat;Kab Kapuas
Selat;Kab Karangasem
Selat Nasik;Kab Belitung
Selat Panjang;Kab Kepulauan Meranti
Selebar;Kota Bengkulu
Selemadeg Barat;Kab Tabanan
Selemadeg;Kab Tabanan
Selemadeg Timur;Kab Tabanan
Selesai;Kab Langkat
Selimbau;Kab Kapuas Hulu
Selo;Kab Boyolali
Selogiri;Kab Wonogiri
Selomerto;Kab Wonosobo
Selong;Kab Lombok Timur
Selopampang;Kab Temanggung
Selopuro;Kab Blitar
Selorejo;Kab Blitar
Seluas;Kab Bengkayang
Seluma Barat;Kab Seluma
Seluma;Kab Seluma
Seluma Selatan;Kab Seluma
Seluma Timur;Kab Seluma
Seluma Utara;Kab Seluma
Selupu Rejang;Kab Rejang Lebong
Semadam;Kab Aceh Tenggara
Semaka;Kab Tanggamus
Semampir;Kota Surabaya
Semanding;Kab Tuban
Semangga;Kab Merauke
Semanu;Kab Gunung Kidul
Semarang Barat;Kota Semarang
Semarang;Kota Semarang
Semarang Selatan;Kota Semarang
Semarang Tengah;Kota Semarang
Semarang Timur;Kota Semarang
Semarang Utara;Kota Semarang
Semarapura;Kab Klungkung
Sematang Borang;Kota Palembang
Semau;Kab Kupang
Semau Selatan;Kab Kupang
Sembakung;Kab Tana Tidung
Sembalun;Kab Lombok Timur
Semboro;Kab Jember
Semen;Kab Kediri
Semendawa Suku III;Kab Ogan Komering Ulu Timur
Semende Darat Laut;Kab Muara Enim
Semende Darat Tengah;Kab Muara Enim
Semende Darat Ulu;Kab Muara Enim
Semidang Aji;Kab Ogan Komering Ulu
Semidang Alas;Kab Seluma
Semidang Alas Maras;Kab Seluma
Semin;Kab Gunung Kidul
Semitau;Kab Kapuas Hulu
Semparuk;Kab Sambas
Sempol;Kab Bondowoso
Sempor;Kab Kebumen
Sempu;Kab Banyuwangi
Senapelan;Kota Pekanbaru
Senayang;Kab Lingga
Sendana;Kab Majene
Sendang Agung;Kab Lampung Tengah
Sendang;Kab Tulungagung
Sendawar;Kab Kutai Barat
Senduro;Kab Lumajang
Senen ;Kota Jakarta Pusat
Sengah Temila;Kab Landak
Sengeti;Kab Muaro Jambi
Senggarang;Kota Tanjung Pinang
Senggi;Kab Keerom
Sengkang;Kab Wajo
Senori;Kab Tuban
Sentani Barat;Kab Jayapura
Sentani;Kab Jayapura
Sentani Timur;Kab Jayapura
Sentolo;Kab Kulon Progo
Sepaku;Kab penajam Paser Utara
Sepang;Kab Gunung Mas
Sepatan /Jatimulya/Cengklong;Kab Tangerang
Sepauk;Kab Sintang
Seponti Jaya;Kab Kayong Utara
Sepulu;Kab Bangkalan
Sepuluh Koto;Kab Tanah Datar
Seputih Agung;Kab Lampung Tengah
Seputih Banyak;Kab Lampung Tengah
Seputih Mataram;Kab Lampung Tengah
Seputih Raman;Kab Lampung Tengah
Seputih Surabaya;Kab Lampung Tengah
Seram Barat;Kab Seram Bagian Barat
Seram Timur;Kab Seram Bagian Timur
Seram Utara;Kab Maluku Tengah
Serang Baru;Kab Bekasi
Serang;Kota Serang
Serasan;Kab Natuna
Serawai;Kab Melawi
Serba Jadi/Lokop;Kab Aceh Timur
Seremuk;Kab Sorong Selatan
Serengan;Kota Surakarta
Seririt;Kab Buleleng
Serpong;Kab Tangerang
Serui;Kab kepulauan yapen
Seruyan Hilir ;Kab Seruyan
Seruyan Hulu;Kab Seruyan
Seruyan Tengah;Kab Seruyan
Serwaru;Kab Maluku Tenggara Barat
Sesayap Hilir;Kab Tana Tidung
Sesayap;Kab Tana Tidung
Sesean;Kab Tana Toraja Utara
Sesena Padang;Kab Mamasa
Seteluk;Kab Sumbawa Barat
Setia Bakti;Kab Aceh Jaya
Setiabudi ;Kota Jakarta Selatan
Setu;Kab Bekasi
Seulimeum;Kab Aceh Besar
Seunagan;Kab Nagan Raya
Seunagan Timur;Kab Nagan Raya
Seunuddon;Kab Aceh Utara
Seuruway;Kab Aceh Tamiang
Sewon;Kab Bantul
Seyegan;Kab Sleman
Siabu;Kab Mandailing Natal
Siais;Kab Tapanuli Selatan
Siak Hulu;Kab Kampar
Siak Indrapura;Kab Siak
Siak;Kab Siak
Siak Kecil;Kab Bengkalis
Sianjur Mula Mula;Kab Samosir
Siantan / Wajok;Kab Pontianak
Siantan;Kab Natuna
Siantan Selatan ;Kab Natuna
Siantan Timur;Kab Natuna
Siantar Barat;Kota Pematang Siantar
Siantar;Kab Simalungun
Siantar Marihat;Kota Pematang Siantar
Siantar Martoba;Kota Pematang Siantar
Siantar Narumonda;Kab Toba Samosir
Siantar Selatan;Kota Pematang Siantar
Siantar Timur;Kota Pematang Siantar
Siantar Utara;Kota Pematang Siantar
Siatas Barita;Kab Tapanuli Utara
Siau Barat;Kab Kepulauan Sangihe
Siau Barat Selatan;Kab Kepulauan Sangihe
Siau Timur;Kab Kepulauan Sangihe
Siau Timur Selatan;Kab Kepulauan Sangihe
Sibabangun;Kab Tapanuli Tengah
Siberut Selatan;Kab Kepulauan Mentawai
Siberut Utara;Kab Kepulauan Mentawai
Sibolangit;Kab Deli Serdang
Sibolga;Kab Tapanuli Tengah
Sibolga Kota;Kota Sibolga
Sibolga Sambas;Kota Sibolga
Sibolga Selatan;Kota Sibolga
Sibolga Utara;Kota Sibolga
Siborong-Borong;Kab Tapanuli Utara
Sibuhuan;Kab Padang Lawas
Sibulue;Kab Bone
Sidamanik;Kab Simalungun
Sidamulih;Kab Ciamis
Sidareja;Kab Cilacap
Sidayu;Kab Gresik
Sidemen;Kab Karangasem
Sidenreng;Kab Sidenreng Rappang
Sidikalang;Kab Dairi
Sidoarjo;Kab Sidoarjo
Sidoharjo ;Kab Wonogiri
Sidoharjo;Kab Sragen
Sidomukti;Kota Salatiga
Sidomulyo;Kab Lampung Selatan
Sidorejo;Kota Salatiga
Sidrap;Kab Sidenreng Rappang
Siempat Nempu Hilir;Kab Dairi
Siempat Nempu Hulu;Kab Dairi
Siempat Nempu;Kab Dairi
Siempat Rube;Kab pakpak bharat
Sigaluh;Kab Banjarnegara
Sigi Biromaru;Kab Donggala
Sigli;Kab Pidie
Sigumpar;Kab Toba Samosir
Sijama Polang;Kab Humbang Hasundutan
Sijuk;Kab Belitung
Sikur;Kab Lombok Timur
Silaen;Kab Toba Samosir
Silangkitang;Kab Labuhanbatu
Silat Hilir;Kab Kapuas Hulu
Silat Hulu;Kab Kapuas Hulu
Silau Kahean;Kab Simalungun
Silih Nara;Kab Aceh Tengah
Silima Pungga-Pungga;Kab Dairi
Silimakuta;Kab Simalungun
Siliragung;Kab Banyuwangi
Silo;Kab Jember
Silungkang;Kota Sawahlunto
Siman;Kab Ponorogo
Simangambat;Kab Padang Lawas Utara
Simangambat;Kab Tapanuli Selatan
Simangumban;Kab Tapanuli Utara
Simanindo;Kab Samosir
Simbang;Kab Maros
Simboro dan Kepulauan;Kab Mamuju
Simbuang;Kab Tana Toraja
Simeulue Tengah;Kab simeulue
Simeulue Timur;Kab simeulue
Simo;Kab Boyolali
Simokerto ;Kota Surabaya
Simpang Dua ;Kab Ketapang
Simpang Empat;Kab Asahan
Simpang Empat;Kab Banjar
Simpang Empat;Kab Karo
Simpang Empat;Kab Pasaman Barat
Simpang Hilir;Kab Kayong Utara
Simpang Hulu;Kab Ketapang
Simpang Jernih;Kab Aceh Timur
Simpang;Kab Ogan Komering Ulu Selatan
Simpang Kanan;Kab Aceh Singkil
Simpang Kanan;Kab Rokan Hilir
Simpang Katis;Kab Bangka Tengah
Simpang Keuramat;Kab Aceh Utara
Simpang Kiri;Kota Subulussalam
Simpang Mamplam;Kab Bireuen
Simpang Pematang;Kab Tulang Bawang
Simpang Rima;Kab Bangka Selatan
Simpang Teritip;Kab Bangka Barat
Simpang tiga;Kab Aceh Besar
Simpang Tiga;Kab Pidie
Simpang Tiga Redelon;Kab Bener Meriah
Simpang Ulim;Kab Aceh Timur
Simpenan;Kab SuKabumi
Simpur;Kab Hulu Sungai Selatan
Simuelue Barat;Kab simeulue
Sinabang;Kab simeulue
Sinaboi;Kab Rokan Hilir
Sinak;Kab Puncak Jaya
Sindang;Kab Indramayu
Sindang Kelingi;Kab Rejang Lebong
Sindangagung ;Kab Kuningan
Sindangbarang;Kab Cianjur
Sindangkasih;Kab Ciamis
Sindangkerta;Kab Bandung Barat
Sindangwangi ;Kab Majalengka
Sindue;Kab Donggala
Sine;Kab Ngawi
Sinembah Tanjungmuda Hilir;Kab Deli Serdang
Sinembah Tanjungmuda Hulu;Kab Deli Serdang
Singa Gembara;Kab Kutai Timur
Singajaya;Kab Garut
Singaparna;Kab Tasikmalaya
Singaraja;Kab Buleleng
Singgahan;Kab Tuban
Singingi Hilir;Kab Kuantan Singingi
Singingi;Kab Kuantan Singingi
Singkawang Barat ;Kota Singkawang
Singkawang;Kota Singkawang
Singkawang Selatan;Kota Singkawang
Singkawang Tengah;Kota Singkawang
Singkawang Timur ;Kota Singkawang
Singkawang Utara ;Kota Singkawang
Singkep Barat;Kab Lingga
Singkep;Kab Lingga
Singkil;Kab Aceh Singkil
Singkil;Kota Manado
Singkil Utara;Kab Aceh Singkil
Singkohor;Kab Aceh Singkil
Singkup ;Kab Ketapang
Singojuruh;Kab Banyuwangi
Singorojo;Kab Kendal
Singosari;Kab Malang
Sinjai Barat;Kab Sinjai
Sinjai Borong;Kab Sinjai
Sinjai;Kab Sinjai
Sinjai Selatan;Kab Sinjai
Sinjai Tengah;Kab Sinjai
Sinjai Timur;Kab Sinjai
Sinjai Utara;Kab Sinjai
Sinon Sayang;Kab Minahasa Selatan
Sintang;Kab Sintang
Sintuk Toboh Gadang;Kab Padang Pariaman
Siompu;Kab Buton Utara
Sipahutar;Kab Tapanuli Utara
Sipirok;Kab Tapanuli Selatan
Sipispis;Kab Serdang Bedagai
Sipoholon;Kab Tapanuli Utara
Sipora;Kab Kepulauan Mentawai
Sirah Pulau Padang;Kab Ogan Komering Ilir
Sirampog;Kab Brebes
Sirandorung;Kab Tapanuli Tengah
Sirenja;Kab Donggala
Sirimau;Kota Ambon
Siriwo;Kab Nabire
Sirombo;Kab Nias
Sitahuis;Kab Tapanuli Tengah
Sitellu Tai Urang Jehe;Kab pakpak bharat
Sitellu Tai Urang Julu;Kab pakpak bharat
Sitinjau Laut;Kab Kerinci
Sitiotio;Kab Samosir
Sitiung;Kab Dharmasraya
Situbondo;Kab Situbondo
Situjuh Lima Nagari;Kab Lima Puluh Kota
Situraja;Kab Sumedang
Siwalan;Kab Pekalongan
Skanto;Kab Keerom
Slahung;Kab Ponorogo
Slawi;Kab Tegal
Sleman;Kab Sleman
Sliyeg;Kab Indramayu
Slogohimo ;Kab Wonogiri
Sluke;Kab Rembang
Soa;Kab Ngada
Sobang ;Kab Lebak
Socah;Kab Bangkalan
Sodonghilir;Kab Tasikmalaya
Soe;Kab Timor Tengah Selatan
Sojol;Kab Donggala
Sokan;Kab Melawi
Sokaraja;Kab Banyumas
Soko;Kab Tuban
Sokobanah;Kab Sampang
Solo;Kota Surakarta
Soloara;Kab Tana Toraja Utara
Solok;Kota Solok
Solokan Jeruk;Kab Bandung
Solokuro;Kab Lamongan
Solor Barat;Kab Flores Timur
Solor Timur;Kab Flores Timur
Somagede;Kab Banyumas
Somba Opu;Kab Gowa
Sonder;Kab Minahasa
Songgom;Kab Brebes
Songgon;Kab Banyuwangi
Sooko ;Kab Mojokerto
Sooko ;Kab Ponorogo
Sopai;Kab Tana Toraja Utara
Soppeng Riaja;Kab Barru
Soreang;Kab Bandung
Soreang;Kota Pare-Pare
Sorek;Kab Pelalawan
Sorendiweri;Kab Supiori
Sorkam Barat;Kab Tapanuli Tengah
Sorkam;Kab Tapanuli Tengah
Sorong Barat;Kota Sorong
Sorong;Kab Sorong
Sorong Timur;Kota Sorong
Soropia;Kab Konawe
Sorowalio;Kota Bau-Bau
Sosa;Kab Padang Lawas
Sosa;Kab Tapanuli Selatan
Sosoh Buay Rayap;Kab Ogan Komering Ulu
Sosopan;Kab Padang Lawas
Sosopan;Kab Tapanuli Selatan
Sosor Gadong;Kab Tapanuli Tengah
Sota;Kab Merauke
Soyo Jaya;Kab Morowali
Sragen;Kab Sragen
Sragi;Kab Lampung Selatan
Sragi;Kab Pekalongan
Srandakan;Kab Bantul
Srengat;Kab Blitar
Sreseh;Kab Sampang
Srono;Kab Banyuwangi
Srumbung;Kab Magelang
Sruweng;Kab Kebumen
Stabat;Kab Langkat
Suator;Kab Asmat
Subah ;Kab Sambas
Subah;Kab Batang
Subang;Kab Kuningan
Subang;Kab Subang
Subi;Kab Natuna
Suboh;Kab Situbondo
Subulussalam;Kota Subulussalam
Sucinaraja;Kab Garut
Sudimoro;Kab Pacitan
Suela;Kab Lombok Timur
Sugapa;Kab Intan Jaya
Sugihwaras;Kab Bojonegoro
Sugio;Kab Lamongan
Sugurey;Kab Manokwari
Suhaid;Kab Kapuas Hulu
Sui Ambawang;Kab Kubu Raya
Sui Kakap;Kab Kubu Raya
Sui Raya;Kab Kubu Raya
Suka Makmue;Kab Nagan Raya
Suka Makmur;Kab Aceh Besar
Sukabumi ;Kota Bandar Lampung
Sukabumi;Kab SuKabumi
Sukadana ;Kab Lampung Timur
Sukadana ;Kab Ciamis
Sukadana;Kab Kayong Utara
Sukadiri;Kab Tangerang
Sukagumiwang;Kab Indramayu
Sukahaji;Kab Majalengka
Sukahening ;Kab Tasikmalaya
Sukajadi;Kota Bandung
Sukajadi;Kota Pekanbaru
Sukajaya;Kab Bogor
Sukajaya;Kota Sabang
Sukakarya;Kab Bekasi
Sukakarya;Kota Sabang
Sukalarang;Kab SuKabumi
Sukaluyu;Kab Cianjur
Sukamaju;Kab Luwu Utara
Sukamakmur;Kab Bogor
Sukamara;Kab Sukamara
Sukamulia;Kab Lombok Timur
Sukanagara;Kab Cianjur
Sukapura;Kab Probolinggo
Sukaraja ;Kab Bogor
Sukaraja ;Kab SuKabumi
Sukaraja ;Kab Tasikmalaya
Sukaraja;Kab Seluma
Sukarame;Kab Tasikmalaya
Sukarame;Kota Bandar Lampung
Sukarame;Kota Palembang
Sukaratu;Kab Tasikmalaya
Sukaresik;Kab Tasikmalaya
Sukaresmi ;Kab Cianjur
Sukaresmi ;Kab Garut
Sukaresmi ;Kab Pandeglang
Sukasada;Kab Buleleng
Sukasari ;Kab Purwakarta
Sukasari ;Kab Sumedang
Sukasari;Kota Bandung
Sukatani ;Kab Bekasi
Sukatani ;Kab Purwakarta
Sukau;Kab Lampung Barat
Sukawangi;Kab Bekasi
Sukawati;Kab Gianyar
Sukawening;Kab Garut
Sukikai;Kab Dogiyai
Sukikai Selatan;Kab Dogiyai
Sukmajaya;Kota Depok
Sukodadi;Kab Lamongan
Sukodono;Kab Lumajang
Sukodono;Kab Sidoarjo
Sukodono;Kab Sragen
Sukoharjo ;Kab Sukoharjo
Sukoharjo ;Kab Wonosobo
Sukoharjo;Kab Tanggamus
Sukolilo ;Kab Pati
Sukolilo ;Kota Surabaya
Sukomanunggal ;Kota Surabaya
Sukomoro ;Kab Magetan
Sukomoro ;Kab Nganjuk
Sukorambi;Kab Jember
Sukorame;Kab Lamongan
Sukorejo ;Kab Kendal
Sukorejo ;Kab Pasuruan
Sukorejo;Kab Ponorogo
Sukorejo;Kota Blitar
Sukosari;Kab Bondowoso
Sukosewu;Kab Bojonegoro
Sukowono;Kab Jember
Sukra;Kab Indramayu
Sukun;Kota Malang
Sula Besi Barat;Kab Kepulauan Sula
Sulamu;Kab Kupang
Sulang;Kab Rembang
Suli;Kab Luwu Utara
Suliki Gunung Mas;Kab Lima Puluh Kota
Sultan Daulat;Kota Subulussalam
Sumalata;Kab Gorontalo
Sumalata;Kab Gorontalo Utara
Sumarorong;Kab Mamasa
Sumay;Kab Tebo
Sumbang;Kab Banyumas
Sumbawa Besar;Kab Sumbawa
Sumbawa;Kab Sumbawa
Sumber ;Kab Probolinggo
Sumber Barito;Kab Murung Raya
Sumber Jaya ;Kab Majalengka
Sumber Jaya;Kab Lampung Barat
Sumber;Kab Cirebon
Sumber;Kab Rembang
Sumber Malang;Kab Situbondo
Sumberasih;Kab Probolinggo
Sumberbaru;Kab Jember
Sumberejo;Kab Bojonegoro
Sumberejo;Kab Tanggamus
Sumbergempol;Kab Tulungagung
Sumberjambe;Kab Jember
Sumberlawang;Kab Sragen
Sumbermanjing Wetan;Kab Malang
Sumberpucung;Kab Malang
Sumbersari;Kab Jember
Sumbersoko;Kab Lumajang
Sumberwringin;Kab Bondowoso
Sumbul;Kab Dairi
Sumedang;Kab Sumedang
Sumedang Selatan;Kab Sumedang
Sumedang Utara;Kab Sumedang
Sumenep;Kab Sumenep
Sumobito;Kab Jombang
Sumohai;Kab Yahukimo
Sumowono;Kab Semarang
Sumpur Kudus;Kab Sijunjung
Sumpyuh /Sumpiuh;Kab Banyumas
Sumur;Kab Pandeglang
Sumurbandung;Kota Bandung
Sungai Ambawang;Kab Pontianak
Sungai Apit;Kab Siak
Sungai Aur;Kab Pasaman Barat
Sungai Bahar;Kab Muaro Jambi
Sungai Beremas;Kab Pasaman Barat
Sungai Boh;Kab Malinau
Sungai Durian;Kab Kotabaru
Sungai Geringging;Kab Padang Pariaman
Sungai Kakap;Kab Pontianak
Sungai Kanan;Kab Labuhanbatu
Sungai Keruh;Kab Musi Banyuasin
Sungai Kunjang;Kota Samarinda
Sungai Kunyit;Kab Pontianak
Sungai Laur;Kab Ketapang
Sungai liat;Kab Bangka
Sungai Lilin;Kab Musi Banyuasin
Sungai Limau;Kab Padang Pariaman
Sungai Loban;Kab Tanah Bumbu
Sungai Manau;Kab Merangin
Sungai Mandau;Kab Siak
Sungai Mas;Kab Aceh Barat
Sungai Pagu;Kab Solok Selatan
Sungai Pandan;Kab Hulu Sungai Utara
Sungai Penuh;Kab Kerinci
Sungai Pinang;Kab Banjar
Sungai Pinyuh;Kab Pontianak
Sungai Puar;Kab Agam
Sungai Raya ;Kab Hulu Sungai Selatan
Sungai Raya ;Kab Pontianak
Sungai Raya;Kab Aceh Timur
Sungai Raya;Kab Bengkayang
Sungai Raya;Kab Kubu Raya
Sungai Rotan;Kab Muara Enim
Sungai Rumbai;Kab Dharmasraya
Sungai Selan;Kab Bangka Tengah
Sungai Sembilan;Kota Dumai
Sungai Serut;Kota Bengkulu
Sungai Tabuk;Kab Banjar
Sungai Tarab;Kab Tanah Datar
Sungai Tebelian ;Kab Sintang
Sungayang;Kab Tanah Datar
Sunggal;Kab Deli Serdang
Sungguminasa;Kab Gowa
Sungkai Selatan;Kab Lampung Utara
Sungkai Utara;Kab Lampung Utara
Suoh;Kab Lampung Barat
Supiori Selatan;Kab Supiori
Supiori Timur ;Kab Supiori
Supiori Utara;Kab Supiori
Suppa;Kab Pinrang
Surabaya;Kota Surabaya
Suradadi;Kab Tegal
Surade;Kab SuKabumi
Suralaga;Kab Lombok Timur
Surian;Kab Sumedang
Suro Baru;Kab Aceh Singkil
Suruh;Kab Semarang
Suruh;Kab Trenggalek
Susoh;Kab Aceh Barat Daya
Susukan ;Kab Banjarnegara
Susukan ;Kab Cirebon
Susukan ;Kab Semarang
Susukanlebak;Kab Cirebon
Susut;Kab Bangli
Sutera;Kab Pesisir Selatan
Suti Semarang;Kab Bengkayang
Sutojayan;Kab Blitar
Suwawa;Kab Bone Bolango
Swarga Bara;Kab Kutai Timur
Syamtalira Aron;Kab Aceh Utara
Syamtalira Bayu;Kab Aceh Utara
Syiah Kuala;Kab Bener Meriah
Syiah Kuala;Kota Banda Aceh
Taba Penanjung;Kab Bengkulu Utara
Tabanan;Kab Tabanan
Tabang ;Kab Kutai Kartanegara
Tabang ;Kab Mamasa
Tabir;Kab Merangin
Tabir Ulu;Kab Merangin
Tabukan;Kab Barito Kuala
Tabukan Selatan;Kab Kepulauan Sangihe
Tabukan Tengah;Kab Kepulauan Sangihe
Tabukan Utara;Kab Kepulauan Sangihe
Tabulahan;Kab Mamasa
Tabundung;Kab Sumba Timur
Tabunganen;Kab Barito Kuala
Taebenu;Kab Kupang
Tagulandang;Kab Kepulauan Sangihe
Tagulandang Utara;Kab Kepulauan Sangihe
Tahuna;Kab Kepulauan Sangihe
Tahunan;Kab Jepara
Tais;Kab Seluma
Tajinan;Kab Malang
Tajurhalang;Kab Bogor
Takabonerate;Kab Kepulauan Selayar
Takalar;Kab Takalar
Takari;Kab Kupang
Takengon;Kab Aceh Tengah
Takeran;Kab Magetan
Takisung;Kab Tanah Laut
Takkalalla;Kab Wajo
Takokak;Kab Cianjur
Taktakan;Kota Serang
Talaga;Kab Majalengka
Talaga Raya;Kab Buton Utara
Talagasari;Kab Karawang
Talamau;Kab Pasaman Barat
Talang Empat;Kab Bengkulu Utara
Talang;Kab Tegal
Talang Kelapa;Kab Banyuasin
Talang Padang;Kab Empat Lawang
Talang Padang;Kab Tanggamus
Talang Ubi;Kab Muara Enim
Talango;Kab Sumenep
Talawi;Kab Batubara
Talawi;Kota Sawahlunto
Talegong;Kab Garut
Taliabu Barat;Kab Kepulauan Sula
Taliabu Timur;Kab Kepulauan Sula
Talibura;Kab Sikka
Talisayan;Kab Berau
Taliwang;Kab Sumbawa Barat
Tallo;Kota Makassar
Tallunglipu;Kab Tana Toraja Utara
Talo;Kab Seluma
Talo Kecil;Kab Seluma
Taluditi;Kab Pahuwato
Talun;Kab Blitar
Talun;Kab Pekalongan
Tamako;Kab Kepulauan Sangihe
Tamalanrea;Kota Makassar
Tamalate;Kota Makassar
Tamalatea;Kab Jeneponto
Taman ;Kab Pemalang
Taman ;Kab Sidoarjo
Taman;Kota Madiun
Taman Sari ;Kota Jakarta Barat
Tamanan;Kab Bondowoso
Tamansari ;Kab Bogor
Tamansari ;Kota Tasikmalaya
Tambak ;Kab Gresik
Tambak;Kab Banyumas
Tambakboyo;Kab Tuban
Tambakrejo;Kab Bojonegoro
Tambakromo;Kab Pati
Tambaksari;Kab Ciamis
Tambaksari;Kota Surabaya
Tamban;Kab Barito Kuala
Tambang;Kab Kampar
Tambang Ulang;Kab Tanah Laut
Tambangan;Kab Mandailing Natal
Tambelan;Kab Bintan
Tambelang;Kab Bekasi
Tambelangan;Kab Sampang
Tambolaka;Kab Sumba Barat Daya
Tambora;Kab Bima
Tambora;Kota Jakarta Barat
Tambun Selatan ;Kab Bekasi
Tambun Utara;Kab Bekasi
Tamiang Hulu;Kab Aceh Tamiang
Tamiang Layang;Kab Barito Timur
Tampahan;Kab Toba Samosir
Tampaksiring;Kab Gianyar
Tampan;Kota Pekanbaru
Tana Sitolo;Kab Wajo
Tanah Abang;Kab Muara Enim
Tanah Abang;Kota Jakarta Pusat
Tanah Grogot;Kab Paser
Tanah Jambo Aye;Kab Aceh Utara
Tanah Jawa;Kab Simalungun
Tanah Lia;Kab Tana Tidung
Tanah Luas;Kab Aceh Utara
Tanah Merah;Kab Bangkalan
Tanah Merah;Kab Indragiri Hilir
Tanah Merah/ Boven Digoel;Kab Boven Digoel
Tanah Miring;Kab Merauke
Tanah Pasir;Kab Aceh Utara
Tanah Pinem;Kab Dairi
Tanah Pinoh;Kab Melawi
Tanah Putih;Kab Rokan Hilir
Tanah Putih Tanjung Melawan;Kab Rokan Hilir
Tanah Sepenggal;Kab Bungo
Tanah Sereal;Kota Bogor
Tanah Siang;Kab Murung Raya
Tanah Tidung;Kab Tana Tidung
Tanah Tumbuh;Kab Bungo
Tanara;Kab Serang
Tandes ;Kota Surabaya
Tanduk Kalua;Kab Mamasa
Tandun;Kab Rokan Hulu
Tanete Riaja;Kab Barru
Tanete Riattang Barat;Kab Bone
Tanete Riattang;Kab Bone
Tanete Riattang Timur;Kab Bone
Tanete Rilau;Kab Barru
Tangan Tangan;Kab Aceh Barat Daya
Tangen;Kab Sragen
Tangerang;Kota Tangerang
Tanggaran;Kab Sambas
Tanggetada;Kab Kolaka
Tanggeung;Kab Cianjur
Tanggul;Kab Jember
