4;Indonesia;DKI Jakarta;Kota Jakarta Selatan;KO;Jagakarsa;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Selatan;KO;Pasar Minggu;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Selatan;KO;Cilandak;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Selatan;KO;Pesanggrahan;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Selatan;KO;Kebayoran Lama;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Selatan;KO;Kebayoran Baru;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Selatan;KO;Mampang Prapatan;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Selatan;KO;Pancoran;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Selatan;KO;Tebet;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Selatan;KO;Setia Budi;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Timur;KO;Pasar Rebo;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Timur;KO;Ciracas;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Timur;KO;Cipayung;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Timur;KO;Makasar;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Timur;KO;Kramat Jati;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Timur;KO;Jatinegara;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Timur;KO;Duren Sawit;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Timur;KO;Cakung;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Timur;KO;Pulo Gadung;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Timur;KO;Matraman;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Pusat;KO;Tanah Abang;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Pusat;KO;Menteng;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Pusat;KO;Senen;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Pusat;KO;Johar Baru;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Pusat;KO;Cempaka Putih;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Pusat;KO;Kemayoran;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Pusat;KO;Sawah Besar;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Pusat;KO;Gambir;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Barat;KO;Kembangan;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Barat;KO;Kebon Jeruk;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Barat;KO;Palmerah;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Barat;KO;Grogol Petamburan;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Barat;KO;Tambora;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Barat;KO;Taman Sari;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Barat;KO;Cengkareng;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Barat;KO;Kali Deres;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Utara;KO;Penjaringan;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Utara;KO;Pademangan;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Utara;KO;Tanjung Priok;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Utara;KO;Koja;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Utara;KO;Kelapa Gading;10000
4;Indonesia;DKI Jakarta;Kota Jakarta Utara;KO;Cilincing;10000
4;Indonesia;Jawa Barat;Kota Depok;KO;Sawangan;10000
4;Indonesia;Jawa Barat;Kota Depok;KO;Bojongsari;10000
4;Indonesia;Jawa Barat;Kota Depok;KO;Pancoran Mas;10000
4;Indonesia;Jawa Barat;Kota Depok;KO;Cipayung;10000
4;Indonesia;Jawa Barat;Kota Depok;KO;Sukma Jaya;10000
4;Indonesia;Jawa Barat;Kota Depok;KO;Cilodong;10000
4;Indonesia;Jawa Barat;Kota Depok;KO;Cimanggis;10000
4;Indonesia;Jawa Barat;Kota Depok;KO;Tapos;10000
4;Indonesia;Jawa Barat;Kota Depok;KO;Beji;10000
4;Indonesia;Jawa Barat;Kota Depok;KO;Limo;10000
4;Indonesia;Jawa Barat;Kota Depok;KO;Cinere;10000
4;Indonesia;Jawa Barat;Kota Bekasi;KO;Pondokgede;10000
4;Indonesia;Jawa Barat;Kota Bekasi;KO;Jatisampurna;10000
4;Indonesia;Jawa Barat;Kota Bekasi;KO;Pondokmelati;10000
4;Indonesia;Jawa Barat;Kota Bekasi;KO;Jatiasih;10000
4;Indonesia;Jawa Barat;Kota Bekasi;KO;Bantargebang;10000
4;Indonesia;Jawa Barat;Kota Bekasi;KO;Mustikajaya;10000
4;Indonesia;Jawa Barat;Kota Bekasi;KO;Bekasi Timur;10000
4;Indonesia;Jawa Barat;Kota Bekasi;KO;Rawalumbu;10000
4;Indonesia;Jawa Barat;Kota Bekasi;KO;Bekasi Selatan;10000
4;Indonesia;Jawa Barat;Kota Bekasi;KO;Bekasi Barat;10000
4;Indonesia;Jawa Barat;Kota Bekasi;KO;Medan Satria;10000
4;Indonesia;Jawa Barat;Kota Bekasi;KO;Bekasi Utara;10000
4;Indonesia;Jawa Barat;kab.bekasi;KO;Setu;10000
4;Indonesia;Jawa Barat;kab.bekasi;KO;Serang Baru;10000
4;Indonesia;Jawa Barat;kab.bekasi;KO;Cikarang Pusat;10000
4;Indonesia;Jawa Barat;kab.bekasi;KO;Cikarang Selatan;10000
4;Indonesia;Jawa Barat;kab.bekasi;KO;Cibarusah;10000
4;Indonesia;Jawa Barat;kab.bekasi;KO;Bojongmangu;10000
4;Indonesia;Jawa Barat;kab.bekasi;KO;Cikarang Timur;10000
4;Indonesia;Jawa Barat;kab.bekasi;KO;Kedungwaringin;10000
4;Indonesia;Jawa Barat;kab.bekasi;KO;Cikarang Utara;10000
4;Indonesia;Jawa Barat;kab.bekasi;KO;Karangbahagia;10000
4;Indonesia;Jawa Barat;kab.bekasi;KO;Cibitung;10000
4;Indonesia;Jawa Barat;kab.bekasi;KO;Cikarang Barat;10000
4;Indonesia;Jawa Barat;kab.bekasi;KO;Tambun Selatan;10000
