IDCarrier;IDDistrict;DistrictName;CityName;Price
1;1423;Grong-Grong;Kab Pidie;57000
1;1424;Grujugan;Kab Bondowoso;38000
1;1425;Gu;Kab Buton & Buton Utara;108000
1;1426;Gubeng;Kota Surabaya;16000
1;1427;Gubug;Kab Grobogan;25000
1;1428;Gucialit;Kab Lumajang;38000
1;1429;Gudo;Kab Jombang;32000
1;1430;Guguk;Kab Lima Puluh Kota;47000
1;1431;Guguk Panjang;Kota Bukit Tinggi;37000
1;1432;Guluk-Guluk;Kab Sumenep;32000
1;1433;Gumelar;Kab Banyumas;25000
1;1434;Gumukmas;Kab Jember;38000
1;1435;Gunem;Kab Rembang;25000
1;1436;Guntur;Kab Demak;25000
1;1437;Gunung Bintang Awai ;Kab Barito Selatan;49000
1;1438;Gunung Guruh;Kab SuKabumi;19000
1;1439;Gunung Kerinci;Kab Kerinci;52000
1;1440;Gunung Kijang;Kab Bintan;43000
1;1441;Gunung Labuhan;Kab Way Kanan;38000
1;1442;Gunung Malela;Kab Simalungun;53000
1;1443;Gunung Maligas;Kab Simalungun;53000
1;1444;Gunung Mas;Kab Lima Puluh Kota;47000
1;1445;Gunung Megang;Kab Muara Enim;38000
1;1446;Gunung Meriah;Kab Aceh Singkil;57000
1;1447;Gunung Meriah;Kab Deli Serdang;53000
1;1448;Gunung Pelindung;Kab Lampung Timur;38000
1;1449;Gunung Purei;Kab Barito Utara;49000
1;1450;Gunung Putri ;Kab Bogor;10000
1;1451;GUNUNG PUYUH;Kota SuKabumi;10000
1;1452;Gunung Raya;Kab Kerinci;78000
1;1453;Gunung Sahilan;Kab Kampar;48000
1;1454;Gunung Sari;Kab Lombok Barat;42000
1;1455;Gunung Sindur ;Kab Bogor;10000
1;1456;Gunung Sitember;Kab Dairi;53000
1;1457;Gunung Sitoli;Kab Nias;42000
1;1458;Gunung Sugih;Kab Lampung Tengah;30000
1;1459;Gunung Tabur ;Kab Berau;60000
1;1460;Gunung Talang;Kab Solok;47000
1;1461;Gunung Tanjung ;Kab Tasikmalaya;10000
1;1462;Gunung Terang;Kab Tulang Bawang;38000
1;1463;Gunung Timang;Kab Barito Utara;49000
1;1464;Gunung Toar;Kab Kuantan Sengingi;48000
1;1465;Gunung Tua;Kab Padang Lawas Utara;42000
1;1466;Gunung Tuleh;Kab Pasaman Barat;47000
1;1467;Gununganyar;Kota Surabaya;16000
1;1468;Gununghalu;Kab Bandung Barat;10000
1;1469;Gunungkencana;Kab Lebak;15000
1;1470;Gunungpati;Kota Semarang;14000
1;1471;Gunungwungkal;Kab Pati;25000
1;1472;Gurah;Kab Kediri;20000
1;1473;Habinsaran;Kab Toba Samosir;53000
1;1474;Haharu;Kab Sumba Timur;116000
1;1475;Haju;Kab Mappi;155000
1;1476;Halong;Kab Balangan;49000
1;1477;Halongonan;Kab Padang Lawas Utara;53000
1;1478;Halongonan;Kab Tapanuli Selatan;53000
1;1479;Hampang;Kab Kota Baru;49000
1;1480;Hamparan Perak;Kab Deli Serdang;53000
1;1481;Hamparan Rawang;Kab Kerinci;52000
1;1482;Hanau;Kab Seruyan;93000
1;1483;Hantakan ;Kab Hulu Sungai Tengah;49000
1;1484;Hantara;Kab Kuningan;20000
1;1485;Haranggaol Horisanz;Kab Simalungun;53000
1;1486;Harau;Kab Lima Puluh Kota;47000
1;1487;Harian;Kab Samosir;53000
1;1488;Harjamukti ;Kota Cirebon;10000
1;1489;Haruai;Kab Tabalong;49000
1;1490;Haruyan;Kab Hulu Sungai Tengah;49000
1;1491;Hatonduhan;Kab Simalungun;53000
1;1492;Hatungun;Kab Tampin;39000
1;1493;Haurgeulis ;Kab Indramayu;20000
1;1494;Hawu Mehara;Kab Kupang;116000
1;1495;Hero Lange-Lange /Heralangelange/Herlang;Kab Bulukumba;53000
1;1496;Hibala;Kab Nias Selatan;80000
1;1497;Hiliduho;Kab Nias;80000
1;1498;Hiliran Gumanti;Kab Solok;47000
1;1499;Hinai;Kab Langkat;53000
1;1500;Hitadipa;Kab Intan Jaya;155000
1;1501;Homeyo;Kab Intan Jaya;155000
1;1502;Homeyo;Kab Paniai;155000
1;1503;Hubikosi;Kab Jayawijaya;137000
1;1504;Hulu Gurung;Kab Kapuas Hulu;53000
1;1505;Hulu Kuantan;Kab Kuantan Sengingi;48000
1;1506;Hulu Sungai ;Kab Ketapang;53000
1;1507;Huristak;Kab Padang Lawas;53000
1;1508;Huristak;Kab Tapanuli Selatan;53000
1;1509;Huta Raja Tinggi;Kab Padang Lawas;53000
1;1510;Huta Raja Tinggi;Kab Tapanuli Selatan;53000
1;1511;Hutabayu Raja;Kab Simalungun;53000
1;1512;Hu'u;Kab Dompu;63000
1;1513;Ibu;Kab Halmahera Barat;183000
1;1514;Ibun;Kab Bandung;6000
1;1515;Idano Gawo;Kab Nias;80000
1;1516;Idi Rayeuk;Kab Aceh Timur;45000
1;1517;Idi Tuning;Kab Aceh Timur;57000
1;1518;II Koto;Kab Pasaman;47000
1;1519;II.X.XI.VI Lingkung;Kab Padang Pariaman;47000
1;1520;III Nagari;Kab Pasaman;47000
1;1521;Ilaga;Kab Puncak Jaya;155000
1;1522;Ile Ape;Kab Lembata;116000
1;1523;Ile Boleng;Kab Flores Timur;77000
1;1524;Ile Mandiri;Kab Flores Timur;77000
1;1525;Ilir Barat I;Kota Palembang;18000
1;1526;Ilir Barat II;Kota Palembang;18000
1;1527;Ilir Talo;Kab Seluma;42000
1;1528;Ilir Timur I;Kota Palembang;18000
1;1529;Ilir Timur II;Kota Palembang;18000
1;1530;Ilu;Kab Puncak Jaya;155000
1;1531;Imogiri;Kab Bantul;25000
1;1532;Inanwatan;Kab Sorong Selatan;143000
1;1533;Indihiang;Kota Tasikmalaya;8000
1;1534;Indra Makmur;Kab Aceh Timur;57000
1;1535;Indrajaya;Kab Pidie;57000
1;1536;Indralaya;Kab Ogan Ilir;30000
1;1537;Indramayu;Kab Indramayu;16000
1;1538;Indrapuri;Kab Aceh Besar;57000
1;1539;Ingin Jaya;Kab Aceh Besar;57000
1;1540;Insana;Kab Timor Tengah Utara;77000
1;1541;Insana Utara;Kab Timor Tengah Utara;77000
1;1542;Intan Jaya;Kab Intan Jaya;155000
1;1543;Inuman;Kab Kuantan Sengingi;48000
1;1544;IV Angkat Canduang;Kab Agam;47000
1;1545;IV Jurai;Kab Pesisir Selatan;47000
1;1546;IV Koto Aur Malintang;Kab Padang Pariaman;47000
1;1547;IV Koto;Kab Agam;47000
1;1548;IV Nagari;Kab Sijunjung;47000
1;1549;Iwur ;Kab Pegunungan Bintang;137000
1;1550;IX Koto Sungai Lasi;Kab Solok;47000
1;1551;Jabon;Kab Sidoarjo;16000
1;1552;Jabung;Kab Malang;38000
1;1553;Jabung/Gunung balak;Kab Lampung Timur;38000
1;1554;Jagakarsa ;Kota Administrasi Jakarta Selatan;9000
1;1555;Jagebob;Kab Merauke;137000
1;1556;Jagoi Babang;Kab Bengkayang;53000
1;1557;Jagong Jeget;Kab Aceh Tengah;57000
1;1558;Jailolo;Kab Halmahera Barat;97000
1;1559;Jailolo Selatan;Kab Halmahera Barat;122000
1;1560;Jair;Kab Boven Digoel;137000
1;1561;Jakarta Barat;Kota Administrasi Jakarta Barat;9000
1;1562;Jakarta;DKI Jakarta;9000
1;1563;Jakarta Pusat;Kota Administrasi Jakarta Pusat;9000
1;1564;Jakarta Selatan;Kota Administrasi Jakarta Selatan;9000
1;1565;Jakarta Timur;Kota Administrasi Jakarta Timur;9000
1;1566;Jakarta Utara;Kota Administrasi Jakarta Utara;9000
1;1567;Jaken;Kab Pati;25000
1;1568;Jakenan;Kab Pati;25000
1;1569;Jalaksana;Kab Kuningan;20000
1;1570;Jalan Cagak ;Kab Subang;10000
1;1571;Jamanis;Kab Tasikmalaya;10000
1;1572;Jambangan;Kota Surabaya;16000
1;1573;Jambe;Kab Tangerang;10000
1;1574;Jambi;Kota Jambi;18000
1;1575;Jambi Luar Kota;Kab Muaro Jambi;52000
1;1576;Jambi Selatan;Kota Jambi;18000
1;1577;Jambi Timur;Kota Jambi;18000
1;1578;Jambon;Kab Ponorogo;38000
1;1579;Jambu;Kab Semarang;25000
1;1580;Jampang Kulon;Kab SuKabumi;19000
1;1581;Jampang Tengah;Kab SuKabumi;19000
1;1582;Janapria;Kab Lombok Tengah;42000
1;1583;Jangka Buya;Kab Pidie Jaya;57000
1;1584;Jangka;Kab Bireuen;57000
1;1585;Jangkang;Kab Sanggau;53000
1;1586;Jangkar;Kab Situbondo;38000
1;1587;Jangkat;Kab Merangin;78000
1;1588;Janto;Kab Aceh Besar;57000
1;1589;Japah;Kab Blora;25000
1;1590;Japara;Kab Kuningan;20000
1;1591;Jarai;Kab Lahat;38000
1;1592;Jaro;Kab Tabalong;49000
1;1593;Jasinga;Kab Bogor;10000
1;1594;Jaten;Kab Karang Anyar;25000
1;1595;Jati ;Kab Blora;25000
1;1596;Jati ;Kab Kudus;25000
1;1597;Jati Agung;Kab Lampung Selatan;38000
1;1598;Jatiasih;Kota Bekasi;10000
1;1599;Jatibanteng;Kab Situbondo;38000
1;1600;Jatibarang ;Kab Brebes;25000
1;1601;Jatibarang;Kab Indramayu;16000
1;1602;Jatigede;Kab Sumedang;10000
1;1603;Jatikalen;Kab Nganjuk;32000
1;1604;Jatilawang;Kab Banyumas;25000
1;1605;Jatiluhur ;Kab Purwakarta;10000
1;1606;Jatinagara;KabCiamis;10000
1;1607;Jatinangor;Kab Sumedang;6000
1;1608;Jatinegara ;Kota Administrasi Jakarta Timur;9000
1;1609;Jatinegara;Kab Tegal;25000
1;1610;Jatinom;Kab Klaten;25000
1;1611;Jatinunggal;Kab Sumedang;10000
1;1612;Jatipurno ;Kab Wonogiri;25000
1;1613;Jatipuro;Kab Karang Anyar;25000
1;1614;Jatirejo;Kab Mojokerto;20000
1;1615;Jatirogo;Kab Tuban;32000
1;1616;Jatiroto ;Kab Wonogiri;25000
1;1617;Jatiroto;Kab Lumajang;38000
1;1618;Jatisampurna ;Kota Bekasi;10000
1;1619;Jatisari;Kab Karawang;10000
1;1620;Jatisrono;Kab Wonogiri;25000
1;1621;Jatitujuh;Kab Majalengka;20000
1;1622;Jatiuwung ;Kota Tangerang;10000
1;1623;Jatiwangi;Kab Majalengka;16000
1;1624;Jatiwaras;Kab Tasikmalaya;10000
1;1625;Jatiyoso;Kab Karang Anyar;25000
1;1626;Jawa Maraja Bah Jambi;Kab Simalungun;53000
1;1627;Jawai;Kab Sambas;53000
1;1628;Jawai Selatan;Kab Sambas;53000
1;1629;Jawilan;Kab Serang;15000
1;1630;Jaya Baru;Kota Banda Aceh;30000
1;1631;Jaya;Kab Aceh Jaya;57000
1;1632;Jayakerta;Kab Karawang;13000
1;1633;Jayaloka;Kab Musi Rawas;38000
1;1634;Jayanti ;Kab Tangerang;10000
1;1635;Jayapura;Kota Jayapura;70000
1;1636;Jayapura Selatan;Kota Jayapura;70000
1;1637;Jayapura Utara;Kota Jayapura;70000
1;1638;Jebres;Kota Surakarta;14000
1;1639;Jebus;Kab Bangka Barat;31000
1;1640;Jejawi;Kab Ogan Komering Ilir;38000
1;1641;Jekan Raya;Kota Palangkaraya;25000
1;1642;Jekulo;Kab Kudus;25000
1;1643;Jelai Hulu;Kab Ketapang;53000
1;1644;Jelai;Kab Sukamara;62000
1;1645;Jelbuk;Kab Jember;38000
1;1646;Jelutung;Kota Jambi;18000
1;1647;Jemaja;Kab Natuna;87000
1;1648;Jemaja Timur ;Kab Natuna;87000
1;1649;Jember;Kab Jember;20000
1;1650;Jempang;Kab Kutai Barat;102000
1;1651;Jenamas;Kab Barito Selatan;49000
1;1652;Jenangan;Kab Ponorogo;38000
1;1653;Jenar;Kab Sragen;25000
1;1654;Jenawi;Kab Karang Anyar;25000
1;1655;Jeneponto;Kab Jeneponto;42000
1;1656;Jenggawah ;Kab Jember;38000
1;1657;Jenu;Kab Tuban;32000
1;1658;Jepara;Kab Jepara;20000
1;1659;Jepon ;Kab Blora;25000
1;1660;Jere Buu;Kab Ngada;77000
1;1661;Jereweh;Kab Sumbawa Barat;42000
1;1662;Jerowaru;Kab Lombok Timur;42000
1;1663;Jeruklegi;Kab Cilacap;22000
1;1664;Jetis ;Kab Bantul;25000
1;1665;Jetis ;Kab Mojokerto;20000
1;1666;Jetis ;Kab Ponorogo;38000
1;1667;Jetis ;Kota Yogyakarta;14000
1;1668;Jeumpa;Kab Bireuen;57000
1;1669;Jeunieb;Kab Bireuen;57000
1;1670;Jiken;Kab Blora;25000
1;1671;Jila;Kab Mimika;138000
1;1672;Jimbaran;Kab Badung;18000
1;1673;Jiput;Kab Pandeglang;15000
1;1674;Jita;Kab Mimika;138000
1;1675;Jiwan;Kab Madiun;38000
1;1676;Jogonalan;Kab Klaten;25000
1;1677;Jogorogo;Kab Ngawi;38000
1;1678;Jogoroto;Kab Jombang;32000
1;1679;Johan Pahlawan;Kab Aceh Barat;57000
1;1680;Johar Baru ;Kota Administrasi Jakarta Pusat;9000
1;1681;Jombang ;Kab Jember;38000
1;1682;Jombang ;Kota Cilegon;11000
1;1683;Jombang;Kab Jombang;25000
1;1684;Jonggat;Kab Lombok Tengah;42000
1;1685;Jonggol;Kab Bogor;10000
1;1686;Jorlang Hataran;Kab Simalungun;53000
1;1687;Jorong;Kab Tanah Laut;49000
1;1688;Jrengik;Kab Sampang;32000
1;1689;Juai;Kab Balangan;49000
1;1690;Juhar;Kab Karo;53000
1;1691;Jujuhan;Kab Bungo;78000
1;1692;Juli;Kab Bireuen;57000
1;1693;Julok;Kab Aceh Timur;57000
1;1694;Jumantono;Kab Karang Anyar;25000
1;1695;Jumapolo;Kab Karang Anyar;25000
1;1696;Jumo;Kab Temanggung;27000
1;1697;Junjung Sirih;Kab Solok;47000
1;1698;Junrejo;Kota Batu;30000
1;1699;Juntiyuat ;Kab Indramayu;20000
1;1700;Juwana;Kab Pati;25000
1;1701;Juwangi;Kab Boyolali;25000
1;1702;Juwiring;Kab Klaten;25000
1;1703;Kabaena;Kab Bombana;72000
1;1704;Kabaena Timur ;Kab Bombana;72000
1;1705;Kabandungan;Kab SuKabumi;19000
1;1706;Kabangka;Kab Muna;72000
1;1707;Kabanjahe;Kab Karo;42000
1;1708;Kabaruan;Kab Kepulauan Talaud;75000
1;1709;Kabat;Kab Banyuwangi;38000
1;1710;Kabawo;Kab Muna;72000
1;1711;Kabila;Kota Bone Bolango;77000
1;1712;Kabuh;Kab Jombang;32000
1;1713;Kabun;Kab Rokan Hulu;48000
1;1714;Kadatua;Kab Buton & Buton Utara;108000
1;1715;Kademangan;Kab Blitar;38000
1;1716;Kademangan;Kota Probolinggo;20000
1;1717;Kadipaten;Kab Majalengka;20000
1;1718;Kadipaten;Kab Tasikmalaya;8000
1;1719;Kadudampit;Kab SuKabumi;19000
1;1720;Kadugede ;Kab Kuningan;20000
1;1721;Kaduhejo;Kab Pandeglang;15000
1;1722;Kadungora;Kab Garut;10000
1;1723;Kadupandak;Kab Cianjur;19000
1;1724;Kadur;Kab Pamekasan;32000
1;1725;Kahaungu Eti;Kab Sumba Timur;116000
1;1726;Kahayan Hilir;Kab Pulang Pisau;62000
1;1727;Kahayan Hulu Utara;Kab Gunung Mas;93000
1;1728;Kahayan Kuala;Kab Pulang Pisau;93000
1;1729;Kahayan Tengah;Kab Pulang Pisau;62000
1;1730;Kahu;Kab Bone;53000
1;1731;Kaidipang;Kab Bolaang Mongondow;75000
1;1732;Kaidipang;Kab Bolaang Mongondow Utara;75000
1;1733;Kaimana;Kab Kaimana;114000
1;1734;Kairatu;Kab Seram Bagian Barat;164000
1;1735;Kais;Kab Sorong Selatan;143000
1;1736;Kajang;Kab Bulukumba;53000
1;1737;Kajen;Kab Pekalongan;25000
1;1738;Kajoran;Kab Magelang;27000
1;1739;Kajuara;Kab Bone;53000
1;1740;Kakas;Kab Minahasa;75000
1;1741;Kakuluk Mesak;Kab Belu;116000
1;1742;Kalabahi;Kab Alor;61000
1;1743;Kalapa Nunggal;Kab SuKabumi;19000
1;1744;Kalasan;Kab Sleman;25000
1;1745;Kalawat;Kab Minahasa Utara;75000
1;1746;Kalbano;Kab Timor Tengah Selatan;77000
1;1747;Kaledupa;Kab Wakatobi;72000
1;1748;Kalianda;Kab Lampung Selatan;30000
1;1749;Kalianget;Kab Sumenep;32000
1;1750;Kaliangkrik;Kab Magelang;17000
1;1751;Kalibagor;Kab Banyumas;25000
1;1752;Kalibaru;Kab Banyuwangi;38000
1;1753;Kalibawang ;Kab Kulon Progo;25000
1;1754;Kalibawang ;Kab Wonosobo;27000
1;1755;Kalibening;Kab Banjarnegara;25000
1;1756;Kalibunder;Kab SuKabumi;19000
1;1757;Kalidawir;Kab Tulungagung;32000
1;1758;Kalideres ;Kota Administrasi Jakarta Barat;9000
1;1759;Kalidoni;Kota Palembang;18000
1;1760;Kaligesing;Kab Purworejo;27000
1;1761;Kaligondang;Kab Purbalingga;25000
1;1762;Kalijambe;Kab Sragen;25000
1;1763;Kalijati;Kab Subang;10000
1;1764;Kalikajar;Kab Wonosobo;27000
1;1765;Kalikotes;Kab Klaten;25000
1;1766;Kalimanah;Kab Purbalingga;25000
1;1767;Kalimanggis;Kab Kuningan;20000
1;1768;Kalinyamatan;Kab Jepara;25000
1;1769;Kaliorang ;Kab Kutai Timur;52000
1;1770;Kaliori;Kab Rembang;25000
1;1771;Kalipare;Kab Malang;38000
1;1772;Kalipucang;KabCiamis;10000
1;1773;Kalipuro;Kab Banyuwangi;38000
1;1774;Kalirejo;Kab Lampung Tengah;38000
1;1775;Kalis ;Kab Kapuas Hulu;53000
1;1776;Kalisat;Kab Jember;38000
1;1777;Kalitengah;Kab Lamongan;32000
1;1778;Kalitidu;Kab Bojonegoro;25000
1;1779;Kaliwates;Kab Jember;20000
1;1780;Kaliwedi;Kab Cirebon;20000
1;1781;Kaliwiro;Kab Wonosobo;27000
1;1782;Kaliwungu ;Kab Kudus;25000
1;1783;Kaliwungu ;Kab Semarang;25000
1;1784;Kaliwungu;Kab Kendal;25000
1;1785;Kaloran;Kab Temanggung;27000
1;1786;Kalukku;Kab Mamuju;53000
1;1787;Kalukuang Masalima;Kab Pangkajene Kepulauan;53000
1;1788;Kalumpang;Kab Hulu Sungai Selatan;49000
1;1789;Kalumpang;Kab Mamuju;53000
1;1790;Kamal;Kab Bangkalan;32000
1;1791;Kamang Baru;Kab Sijunjung;47000
1;1792;Kamang Magek;Kab Agam;47000
1;1793;Kamanre;Kab Luwu Utara;53000
1;1794;Kambowa;Kab Muna;72000
1;1795;Kamipang;Kab Katingan;93000
1;1796;Kampak;Kab Trenggalek;32000
1;1797;Kampar;Kab Kampar;48000
1;1798;Kampar Kiri Hilir;Kab Kampar;48000
1;1799;Kampar Kiri Hulu;Kab Kampar;48000
1;1800;Kampar Kiri;Kab Kampar;48000
1;1801;Kampar Timur;Kab Kampar;48000
1;1802;Kampar Utara;Kab Kampar;48000
1;1803;Kampung Laut;Kab Cilacap;17000
1;1804;Kampung Melayu;Kota Bengkulu;21000
1;1805;Kampung Rakyat;Kab Labuhan Batu;53000
1;1806;Kamu;Kab Dogiyai;124000
1;1807;Kamu Selatan;Kab Dogiyai;155000
1;1808;Kamu Timur;Kab Dogiyai;155000
1;1809;Kamu Utara;Kab Dogiyai;155000
1;1810;KANDANG SERANG;Kab Pekalongan;25000
1;1811;Kandangan ;Kab Hulu Sungai Selatan;39000
1;1812;Kandangan ;Kab Temanggung;27000
1;1813;Kandangan;Kab Kediri;30000
1;1814;Kandanghaur ;Kab Indramayu;20000
1;1815;Kandat;Kab Kediri;30000
1;1816;Kandeman;Kab Batang;25000
1;1817;Kandis;Kab Siak;48000
1;1818;Kangean;Kab Sumenep;48000
1;1819;Kanggime;Kab Talikora;206000
1;1820;Kangkung;Kab Kendal;25000
1;1821;Kanigaran;Kota Probolinggo;20000
1;1822;Kanigoro;Kab Blitar;38000
1;1823;Kanor;Kab Bojonegoro;25000
1;1824;Kao;Kab Halmahera Utara;122000
1;1825;Kapala Pitu;Kab Tana Toraja Utara;53000
1;1826;Kapas;Kab Bojonegoro;25000
1;1827;Kapetakan;Kab Cirebon;20000
1;1828;Kapiraya;Kab Deiyai;155000
1;1829;Kapongan;Kab Situbondo;38000
1;1830;Kapontori;Kab Buton & Buton Utara;72000
1;1831;Kapuas Barat;Kab Kapuas;62000
1;1832;Kapuas Hilir ;Kab Kapuas;62000
1;1833;Kapuas Hulu;Kab Kapuas;62000
1;1834;Kapuas Kuala;Kab Kapuas;62000
1;1835;Kapuas Murung;Kab Kapuas;62000
1;1836;Kapuas Tengah;Kab Kapuas;62000
1;1837;Kapuas Timur;Kab Kapuas;62000
1;1838;Kapur IX;Kab Lima Puluh Kota;47000
1;1839;Karang Baru;Kab Aceh Tamiang;57000
1;1840;Karang Dapo;Kab Musi Rawas;38000
1;1841;Karang Intan;Kab Banjar;49000
1;1842;Karang Jaya;Kab Musi Rawas;38000
1;1843;Karang Tinggi;Kab Bengkulu Utara;42000
1;1844;Karangampel ;Kab Indramayu;20000
1;1845;Karangan ;Kab Kutai Timur;78000
1;1846;Karangan;Kab Trenggalek;32000
1;1847;Karanganom;Kab Klaten;25000
1;1848;Karanganyar ;Kab Demak;25000
1;1849;Karanganyar ;Kab Kebumen;27000
1;1850;Karanganyar ;Kab Ngawi;38000
1;1851;Karanganyar ;Kab Pekalongan;25000
1;1852;Karanganyar ;Kab Purbalingga;25000
1;1853;Karanganyar;Kab Karang Anyar;20000
1;1854;Karangasem;Kab Karangasem;25000
1;1855;Karangawen;Kab Demak;25000
1;1856;Karangbahagia;Kab Bekasi;10000
1;1857;Karangbinangun;Kab Lamongan;32000
1;1858;Karangdadap;Kab Pekalongan;25000
1;1859;Karangdowo;Kab Klaten;25000
1;1860;Karanggayam;Kab Kebumen;27000
1;1861;Karanggede;Kab Boyolali;25000
1;1862;Karanggeneng;Kab Lamongan;32000
1;1863;Karangjambu;Kab Purbalingga;25000
1;1864;Karangjati;Kab Ngawi;38000
1;1865;Karangjaya;Kab Tasikmalaya;10000
1;1866;Karangkancana;Kab Kuningan;20000
1;1867;Karangkobar;Kab Banjarnegara;25000
1;1868;Karanglewas;Kab Banyumas;25000
1;1869;Karangmalang;Kab Sragen;25000
1;1870;Karangmojo;Kab Gunung Kidul;25000
1;1871;Karangmoncol;Kab Purbalingga;25000
1;1872;Karangnongko;Kab Klaten;25000
1;1873;Karangnunggal;Kab Tasikmalaya;10000
1;1874;Karangpandan;Kab Karang Anyar;25000
1;1875;Karangpawitan ;Kab Garut;10000
1;1876;Karangpilang;Kota Surabaya;16000
1;1877;Karangploso;Kab Malang;38000
1;1878;Karangpucung;Kab Cilacap;22000
1;1879;Karangrayung;Kab Grobogan;25000
1;1880;Karangreja;Kab Purbalingga;25000
1;1881;Karangrejo ;Kab Magetan;38000
1;1882;Karangrejo ;Kab Tulungagung;32000
1;1883;Karangsambung;Kab Kebumen;27000
1;1884;Karangsembung ;Kab Cirebon;20000
1;1885;Karangtanjung;Kab Pandeglang;15000
1;1886;Karangtengah ;Kab Cianjur;19000
1;1887;Karangtengah ;Kab Demak;25000
1;1888;Karangtengah ;Kab Garut;10000
1;1889;Karangtengah ;Kab Wonogiri;14000
1;1890;Karangtengah ;Kota Tangerang;10000
1;1891;Karangwareng;Kab Cirebon;20000
1;1892;Karas;Kab Magetan;38000
1;1893;Karau Kuala;Kab Barito Selatan;49000
1;1894;Karawaci ;Kota Tangerang;10000
1;1895;Karawang Barat;Kab Karawang;10000
1;1896;Karawang;Kab Karawang;10000
1;1897;Karawang Timur;Kab Karawang;10000
1;1898;Kare;Kab Madiun;38000
1;1899;Karera;Kab Sumba Timur;116000
1;1900;Kareuh;Kab Jayapura;70000
1;1901;Karimun;Kab Karimun;58000
1;1902;Karimunjawa;Kab Jepara;1
1;1903;Karossa;Kab Mamuju;53000
1;1904;Kartasura;Kab Sukoharjo;20000
1;1905;Kartoharjo ;Kab Magetan;38000
1;1906;Kartoharjo ;Kota Madiun;20000
1;1907;Karubaga;Kab Talikora;109000
1;1908;Karya Penggawa;Kab Lampung Barat;38000
1;1909;Kasembon;Kab Malang;38000
1;1910;Kasemen;Kota Serang;11000
1;1911;Kasihan;Kab Bantul;25000
1;1912;Kasiman;Kab Bojonegoro;25000
1;1913;Kasimbar;Kab Parigi Moutong;67000
1;1914;Kasongan;Kab Katingan;49000
1;1915;Kasui;Kab Way Kanan;38000
1;1916;Katapang;Kab Bandung;6000
1;1917;Kateman;Kab Indragiri Hilir;72000
1;1918;Katibung;Kab Lampung Selatan;38000
1;1919;Katikutana;Kab Sumba Tengah;116000
1;1920;Katingan Hilir ;Kab Katingan;62000
1;1921;Katingan Hulu;Kab Katingan;93000
1;1922;Katingan Kuala;Kab Katingan;93000
1;1923;Katingan Tengah;Kab Katingan;62000
1;1924;Katobu;Kab Muna;72000
1;1925;Kaubun ;Kab Kutai Timur;78000
1;1926;Kauditan;Kab Minahasa Utara;75000
1;1927;Kauman ;Kab Ponorogo;38000
1;1928;Kauman ;Kab Tulungagung;32000
1;1929;Kaur;Kab Kaur;33000
1;1930;Kaur Selatan;Kab Kaur;33000
1;1931;Kaur Tengah;Kab Kaur;33000
1;1932;Kaur Utara;Kab Kaur;33000
1;1933;Kawali;KabCiamis;10000
1;1934;Kawalu;Kota Tasikmalaya;8000
1;1935;Kawangkoan;Kab Minahasa;75000
1;1936;Kaway XVI;Kab Aceh Barat;57000
1;1937;Kawedanan;Kab Magetan;38000
1;1938;Kawunganten;Kab Cilacap;22000
1;1939;Kayan Hilir;Kab Malinau;63000
1;1940;Kayan Hilir;Kab Sintang;53000
1;1941;Kayan Hulu ;Kab Malinau;63000
1;1942;Kayan Hulu ;Kab Sintang;53000
1;1943;Kayangan;Kab Lombok Barat;63000
1;1944;Kayen;Kab Pati;25000
1;1945;Kayen Kidul;Kab Kediri;30000
1;1946;Kayoa;Kab Halmahera Selatan;183000
1;1947;Kayu Aro;Kab Kerinci;78000
1;1948;Kebakkramat;Kab Karang Anyar;25000
1;1949;Kebar;Kab Manokwari;143000
1;1950;Kebasen;Kab Banyumas;25000
1;1951;Kebayakan;Kab Aceh Tengah;57000
1;1952;Kebayoran Baru;Kota Administrasi Jakarta Selatan;9000
1;1953;Kebayoran Lama;Kota Administrasi Jakarta Selatan;9000
1;1954;Kebomas;KabGresik;32000
1;1955;Kebon Jeruk ;Kota Administrasi Jakarta Barat;9000
1;1956;Kebonagung ;Kab Demak;25000
1;1957;Kebonagung ;Kab Pacitan;38000
1;1958;Kebonarum;Kab Klaten;25000
1;1959;Kebonpedes;Kab SuKabumi;19000
1;1960;Kebonsari;Kab Madiun;38000
1;1961;Kebumen;Kab Kebumen;21000
1;1962;Kedamean;KabGresik;32000
1;1963;Kedamin ;Kab Kapuas Hulu;53000
1;1964;Kedaton;Kota Bandar Lampung;17000
1;1965;Kedawung;Kab Cirebon;20000
1;1966;Kedawung;Kab Pasuruan;30000
1;1967;Kedawung;Kab Sragen;20000
1;1968;Kedewan;Kab Bojonegoro;25000
1;1969;Kediri ;Kab Lombok Barat;42000
1;1970;Kediri ;Kab Tabanan;32000
1;1971;Kediri;Kota Kediri;20000
1;1972;Kedokan Bunder;Kab Indramayu;20000
1;1973;Kedondong;Kab Pesawaran;38000
1;1974;Kedopok;Kota Probolinggo;20000
1;1975;Kedu;Kab Temanggung;27000
1;1976;KEDUNDUNG;Kab Sampang;32000
1;1977;Kedung;Kab Jepara;25000
1;1978;Kedungadem;Kab Bojonegoro;25000
1;1979;Kedungbanteng ;Kab Banyumas;25000
1;1980;Kedungbanteng ;Kab Tegal;25000
1;1981;Kedunggalar;Kab Ngawi;38000
1;1982;Kedungjajang;Kab Lumajang;38000
1;1983;Kedungjati;Kab Grobogan;25000
